target_id	length	eff_length	est_counts	tpm
NM_001322142.2	3553	3312.87	258.1	4.74314
NM_001322143.2	3749	3508.87	79.426	1.37809
NM_001322144.2	3635	3394.87	24.2529	0.434935
NM_001322145.2	3563	3322.87	0.0429399	0.000786738
NM_001322146.2	3742	3501.87	70.6079	1.22754
NM_001322147.2	3451	3210.87	90.6603	1.71901
NM_001322148.2	3714	3473.87	151.599	2.65684
NM_001322149.2	3412	3171.87	17.4941	0.335783
NM_001322150.2	3678	3437.87	109.312	1.9358
NM_001322151.2	6118	5877.87	71.5813	0.741417
NM_001322152.2	6111	5870.87	2.16139e-07	2.24137e-09
NM_001322153.2	3438	3197.87	0.000323921	6.16682e-06
NM_001322154.2	6109	5868.87	6.1016e-08	6.32953e-10
NM_001322155.2	3550	3309.87	3.66864e-06	6.74803e-08
NM_001322156.2	6176	5935.87	108.947	1.11741
NM_001322157.3	2827	2586.87	78.5859	1.84949
NM_001322158.2	6104	5863.87	178.17	1.84983
NM_001322159.3	2899	2658.87	26.0645	0.596809
NM_001322160.2	3636	3395.87	0	0
NM_001322161.2	5990	5749.87	59.0841	0.625598
NM_001322162.2	5993	5752.87	418.981	4.43396
NM_001322163.2	3475	3234.87	0	0
NM_001322164.2	6262	6021.87	49.2045	0.497457
NM_001322165.2	6226	5985.87	242.764	2.46911
NM_001322166.2	3323	3082.87	4.07661e-08	8.05057e-10
NM_001322167.2	3375	3134.87	0	0
NM_001322168.1	1986	1745.87	0	0
NM_001322169.2	3209	2968.87	32.7832	0.672269
NM_001322171.2	3394	3153.87	0	0
NM_001322172.2	3686	3445.87	0	0
NM_001322173.2	3522	3281.87	3.45072	0.0640134
NM_001322174.2	3427	3186.87	0	0
NM_001322175.2	3446	3205.87	0	0
NM_001322176.2	3365	3124.87	178.961	3.48666
NM_001322177.2	5661	5420.87	305.471	3.4307
NM_001322178.2	6113	5872.87	0	0
NM_001322179.2	6023	5782.87	0	0
NM_001322180.2	6069	5828.87	38.1638	0.398612
NM_001322181.2	6260	6019.87	8.11469e-08	8.20667e-10
NM_001322182.2	4289	4048.87	0	0
NM_001322183.2	4343	4102.87	28.0593	0.416363
NM_001322184.2	4643	4402.87	69.1171	0.955724
NM_001322185.2	4589	4348.87	0	0
NM_001322186.2	4858	4617.87	175.946	2.31963
NM_001322187.2	6328	6087.87	0	0
NM_001322188.2	6158	5917.87	0	0
NM_001322189.2	6522	6281.87	126.958	1.23043
NM_001322190.2	6119	5878.87	0.0308423	0.0003194
NM_001322191.2	6064	5823.87	0.28648	0.00299479
NM_001322194.2	7151	6910.87	189.417	1.66866
NM_001322195.2	6669	6428.87	264.005	2.50012
NM_001322196.2	6940	6699.87	0.542308	0.0049279
NM_001322197.2	11264	11023.9	0.844663	0.00466479
NM_001322198.2	6928	6687.87	0.000322683	2.93745e-06
NM_001322199.2	6870	6629.87	0	0
NM_001322201.2	11535	11294.9	4.01517	0.0216424
NM_001322202.2	11484	11243.9	2.18521	0.0118321
NM_001322204.2	6582	6341.87	36.1488	0.347024
NM_001322205.2	12376	12135.9	0	0
NM_001322206.2	12518	12277.9	0.00808149	4.00729e-05
NM_001322207.2	3692	3451.87	66.9862	1.18144
NM_001322208.2	3876	3635.87	6.09112	0.101993
NM_001322209.2	3386	3145.87	29.4245	0.569445
NM_001322210.2	3447	3206.87	0	0
NM_001322211.2	1930	1689.87	0	0
NM_001322212.2	1491	1250.87	0	0
NM_001322214.2	2036	1795.87	280.151	9.49732
NM_001322215.2	2649	2408.87	0	0
NM_001322216.2	5631	5390.87	88.5021	0.999488
NM_001322217.2	5463	5222.87	123.008	1.43386
NM_001322218.3	3795	3554.87	9.76971	0.167317
NM_001322219.2	4231	3990.87	110.497	1.68564
NM_001322220.3	4079	3838.87	0	0
NM_001322221.2	5543	5302.87	142.191	1.63247
NM_001322224.3	5008	4767.87	143.525	1.83268
NM_001322225.2	9090	8849.87	7.04057	0.0484344
NM_001322226.2	9006	8765.87	18.8642	0.131017
NM_001322227.2	26989	26748.9	10.6026	0.0241318
NM_001322228.2	26721	26480.9	0.00090626	2.08355e-06
NM_001322229.2	26808	26567.9	0	0
NM_001322230.2	27016	26775.9	703.439	1.59943
NM_001322231.2	26725	26484.9	0.0194085	4.46145e-05
NM_001322232.2	26610	26369.9	76.3968	0.17638
NM_001322233.2	26667	26426.9	1.67185e-05	3.85154e-08
NM_001322234.2	26866	26625.9	153.396	0.350745
NM_001322235.2	26969	26728.9	2925.9	6.66441
NM_001322236.2	26745	26504.9	0.010291	2.36381e-05
NM_001322237.2	26626	26385.9	1052.16	2.42769
NM_001322238.2	26335	26094.9	0.451159	0.00105258
NM_001322239.2	2423	2182.87	185.173	5.16454
NM_001322240.2	2552	2311.87	67.7548	1.78427
NM_001322242.2	2389	2148.87	598.131	16.9461
NM_001322243.2	1594	1353.87	1009.86	45.4117
NM_001322244.2	758	520.677	0	0
NM_001322246.3	13568	13327.9	414.654	1.89412
NM_001322247.2	4925	4684.87	7.3428	0.0954217
NM_001322248.2	2830	2589.87	221.766	5.21315
NM_001322249.4	3797	3556.87	94.5983	1.61919
NM_001322250.2	6282	6041.87	2549.64	25.6916
NM_001322251.2	2340	2099.87	152.555	4.423
NM_001322252.2	8644	8403.87	174.939	1.26733
NM_001322253.2	10005	9764.87	77.5939	0.483775
NM_001322254.2	8585	8344.87	376.782	2.74886
NM_001322255.2	2896	2655.87	94.8524	2.17432
NM_001322256.2	9895	9654.87	0.979322	0.00617535
NM_001322258.2	8322	8081.87	892.953	6.72666
NM_001322259.2	1819	1578.87	8.16266	0.314752
NM_001322260.2	2316	2075.87	55.2086	1.61916
NM_001322261.2	1807	1566.87	0	0
NM_001322262.2	1907	1666.87	115.074	4.20301
NM_001322266.2	2936	2695.87	16.5325	0.373355
NM_001322267.2	2939	2698.87	10.6896	0.241137
NM_001322270.2	12850	12609.9	21.6479	0.104517
NM_001322271.2	12843	12602.9	0	0
NM_001322272.2	13226	12985.9	456	2.13785
NM_001322278.2	3135	2894.87	116.519	2.45048
NM_001322279.2	3099	2858.87	29.0156	0.617903
NM_001322280.2	1927	1686.87	25.4191	0.917404
NM_001322281.2	1963	1722.87	10.8473	0.383312
NM_001322282.2	1716	1475.87	0	0
NM_001322284.2	4525	4284.87	0.625751	0.00889092
NM_001322285.1	4513	4272.87	422.615	6.02155
NM_001322286.2	3661	3420.87	99.1355	1.76431
NM_001322288.2	4327	4086.87	375.588	5.59504
NM_001322289.2	4121	3880.87	0	0
NM_001322290.2	3898	3657.87	65.5345	1.09075
NM_001322291.2	856	616.937	11.4437	1.1293
NM_001322293.2	4010	3769.87	0	0
NM_001322294.2	4836	4595.87	0	0
NM_001322295.2	4749	4508.87	0.000176498	2.38317e-06
NM_001322296.2	4647	4406.87	22.4948	0.310766
NM_001322297.2	4711	4470.87	0	0
NM_001322298.2	4810	4569.87	0	0
NM_001322299.2	4837	4596.87	0	0
NM_001322300.2	4730	4489.87	0	0
NM_001322302.2	2005	1764.87	0	0
NM_001322303.2	1939	1698.87	19.0842	0.683906
NM_001322304.2	2083	1842.87	0	0
NM_001322305.2	2491	2250.87	13.728	0.371312
NM_001322306.2	3923	3682.87	65.7289	1.08656
NM_001322308.3	2678	2437.87	2575.37	64.3149
NM_001322309.3	2696	2455.87	349.308	8.65936
NM_001322310.2	2755	2514.87	21.1223	0.511339
NM_001322311.2	2490	2249.87	105.28	2.84885
NM_001322312.3	2983	2742.87	386.798	8.58542
NM_001322313.2	3190	2949.87	0	0
NM_001322314.4	3045	2804.87	196.328	4.26139
NM_001322315.2	2376	2135.87	5	0.142521
NM_001322320.2	2684	2443.87	0	0
NM_001322321.2	6448	6207.87	0.0191859	0.000188158
NM_001322322.2	6424	6183.87	305.895	3.01158
NM_001322323.2	2631	2390.87	10.0248	0.255273
NM_001322324.2	6238	5997.87	181.999	1.84738
NM_001322325.2	2931	2690.87	222.032	5.02348
NM_001322327.2	4866	4625.87	0	0
NM_001322329.2	1559	1318.87	0	0
NM_001322330.2	1435	1194.87	0	0
NM_001322331.2	685	450.26	18.1914	2.45972
NM_001322332.2	634	402.01	33.5819	5.0857
NM_001322335.2	3550	3309.87	0	0
NM_001322336.2	3861	3620.87	187.97	3.16052
NM_001322337.2	3846	3605.87	0	0
NM_001322339.2	3642	3401.87	0	0
NM_001322340.1	4358	4117.87	16.6862	0.2467
NM_001322341.2	4263	4022.87	0.126782	0.00191868
NM_001322342.1	4081	3840.87	237.668	3.76724
NM_001322343.1	4140	3899.87	5.28375e-07	8.24849e-09
NM_001322344.1	1386	1145.87	15.5846	0.828024
NM_001322346.2	2348	2107.87	0	0
NM_001322347.2	2312	2071.87	0	0
NM_001322348.2	10413	10172.9	63.4469	0.379708
NM_001322349.2	10639	10398.9	509.459	2.98267
NM_001322350.2	2279	2038.87	0	0
NM_001322351.2	2196	1955.87	0	0
NM_001322352.2	2512	2271.87	81.5418	2.18514
NM_001322354.2	2362	2121.87	43.7225	1.25449
NM_001322355.2	2396	2155.87	0	0
NM_001322356.2	2315	2074.87	0	0
NM_001322362.2	6864	6623.87	20.932	0.19239
NM_001322364.2	3690	3449.87	22.0279	0.388735
NM_001322365.2	3995	3754.87	74.0286	1.20029
NM_001322366.1	3493	3252.87	6821.69	127.676
NM_001322367.1	3506	3265.87	5.10607e-07	9.51855e-09
NM_001322370.2	3751	3510.87	0	0
NM_001322371.2	3841	3600.87	0	0
NM_001322373.2	3331	3090.87	163.6	3.22244
NM_001322374.2	3152	2911.87	1672.17	34.9615
NM_001322375.2	711	474.914	4.36269	0.559269
NM_001322376.2	3148	2907.87	251.728	5.27035
NM_001322378.2	4230	3989.87	508.65	7.76146
NM_001322379.2	3611	3370.87	29.7884	0.538008
NM_001322380.2	3756	3515.87	512.988	8.88294
NM_001322381.2	3612	3371.87	18.5689	0.335272
NM_001322382.2	3569	3328.87	53.3137	0.975044
NM_001322383.2	4292	4051.87	464.371	6.97738
NM_001322384.2	3713	3472.87	937.02	16.4264
NM_001322385.2	3891	3650.87	0	0
NM_001322386.2	3933	3692.87	105.459	1.73861
NM_001322387.2	3960	3719.87	0	0
NM_001322388.2	4045	3804.87	0.0130611	0.000208989
NM_001322389.2	4059	3818.87	9.31887	0.148563
NM_001322390.2	4124	3883.87	64.0043	1.00329
NM_001322391.2	4002	3761.87	92.5984	1.49859
NM_001322392.2	4075	3834.87	354.6	5.6295
NM_001322393.2	4078	3837.87	1775.18	28.1602
NM_001322394.2	4032	3791.87	613.701	9.85339
NM_001322395.2	4204	3963.87	172.364	2.64734
NM_001322396.2	4144	3903.87	689.103	10.7466
NM_001322397.2	4147	3906.87	1517.81	23.6521
NM_001322398.2	4161	3920.87	291.994	4.53392
NM_001322402.3	13720	13479.9	27.0961	0.122378
NM_001322404.2	1048	807.867	23.0228	1.73501
NM_001322405.2	5109	4868.87	446.693	5.58552
NM_001322406.2	5225	4984.87	164.419	2.00808
NM_001322407.2	1282	1041.87	0	0
NM_001322408.2	5029	4788.87	54.6611	0.694909
NM_001322409.2	1212	971.867	5.61557	0.351778
NM_001322410.2	4881	4640.87	1028.7	13.495
NM_001322412.2	4877	4636.87	446.521	5.86273
NM_001322413.2	4801	4560.87	1.61607e-07	2.15722e-09
NM_001322414.2	5059	4818.87	1115.12	14.0883
NM_001322415.2	4979	4738.87	4.23384e-07	5.43929e-09
NM_001322416.2	3794	3553.87	0	0
NM_001322417.2	2101	1860.87	0	0
NM_001322418.2	3371	3130.87	0.000431527	8.39123e-06
NM_001322419.2	3455	3214.87	756.408	14.3244
NM_001322421.2	1694	1453.87	0	0
NM_001322422.2	1526	1285.87	0	0
NM_001322426.2	754	516.677	0	0
NM_001322427.3	7136	6895.87	54.067	0.477338
NM_001322428.3	7867	7626.87	28.5078	0.227562
NM_001322429.3	6956	6715.87	0	0
NM_001322434.2	2375	2134.87	765.065	21.8177
NM_001322436.2	2337	2096.87	94.8076	2.75267
NM_001322437.2	2493	2252.87	118.737	3.20873
NM_001322438.1	2323	2082.87	48.3799	1.41412
NM_001322439.2	2330	2089.87	0.358265	0.0104368
NM_001322440.2	2292	2051.87	3.44742e-06	1.02289e-07
NM_001322441.2	2448	2207.87	1.15036	0.0317207
NM_001322442.2	2357	2116.87	19.0426	0.547666
NM_001322443.2	2338	2097.87	63.6072	1.84591
NM_001322444.2	2032	1791.87	0	0
NM_001322445.1	2229	1988.87	0.0921208	0.0028199
NM_001322446.2	2217	1976.87	6.98736e-07	2.15188e-08
NM_001322447.2	2198	1957.87	0.000717899	2.23235e-05
NM_001322448.2	2236	1995.87	115.94	3.5366
NM_001322449.2	2354	2113.87	0.00470086	0.000135388
NM_001322450.2	2218	1977.87	1.30669e-07	4.02214e-09
NM_001322451.2	2153	1912.87	1.55204e-08	4.93969e-10
NM_001322452.2	2172	1931.87	2.44621e-06	7.70901e-08
NM_001322453.2	2191	1950.87	70.5301	2.20104
NM_001322457.1	1174	933.867	0	0
NM_001322462.1	3896	3655.87	20.5594	0.342376
NM_001322463.1	3234	2993.87	114.499	2.32836
NM_001322464.2	3231	2990.87	133.291	2.71322
NM_001322466.2	3949	3708.87	141.826	2.32808
NM_001322467.1	4058	3817.87	503.679	8.03184
NM_001322469.1	6000	5759.87	0.0290278	0.00030682
NM_001322470.2	3523	3282.87	0	0
NM_001322471.2	3223	2982.87	0	0
NM_001322472.2	3202	2961.87	0	0
NM_001322473.2	3461	3220.87	11.2864	0.213336
NM_001322474.2	3331	3090.87	0	0
NM_001322475.2	3764	3523.87	13.0605	0.225643
NM_001322476.2	3632	3391.87	21.5952	0.387614
NM_001322477.2	3712	3471.87	918.177	16.1007
NM_001322478.2	3533	3292.87	12.526	0.23159
NM_001322479.2	3613	3372.87	606.982	10.9562
NM_001322480.2	3371	3130.87	39.6495	0.771001
NM_001322481.2	3451	3210.87	4.48673	0.0850727
NM_001322482.2	3352	3111.87	0	0
NM_001322483.2	3489	3248.87	215.407	4.03654
NM_001322484.2	3569	3328.87	155.331	2.84082
NM_001322485.2	3461	3220.87	1.98188e-05	3.74617e-07
NM_001322487.2	3755	3514.87	721.456	12.4963
NM_001322489.2	3513	3272.87	0.00367835	6.84238e-05
NM_001322490.2	1491	1250.87	0	0
NM_001322491.2	1430	1189.87	37.8382	1.93604
NM_001322492.2	1312	1071.87	0	0
NM_001322494.1	2004	1763.87	0	0
NM_001322495.1	2766	2525.87	14.3625	0.34618
NM_001322497.2	3036	2795.87	50.7433	1.10496
NM_001322498.2	2701	2460.87	131.799	3.26066
NM_001322500.2	4323	4082.87	6.85403	0.102203
NM_001322501.2	4218	3977.87	0	0
NM_001322502.1	4534	4293.87	166.691	2.36345
NM_001322503.1	2168	1927.87	49.8669	1.57477
NM_001322504.1	1947	1706.87	0	0
NM_001322793.2	5894	5653.87	5.15538e-08	5.55133e-10
NM_001322794.2	5777	5536.87	0	0
NM_001322795.2	6076	5835.87	39.2687	0.40966
NM_001322796.1	6060	5819.87	110.778	1.15884
NM_001322797.2	4483	4242.87	139.358	1.99965
NM_001322799.2	5447	5206.87	180	2.10464
NM_001322800.2	1232	991.867	131.687	8.08299
NM_001322802.2	1254	1013.87	150.779	9.05406
NM_001322809.2	4561	4320.87	9.75591	0.137461
NM_001322810.2	820	581.352	91.4072	9.57246
NM_001322811.2	5247	5006.87	662.697	8.05808
NM_001322814.2	14050	13809.9	212.99	0.938971
NM_001322815.2	13987	13746.9	47.9925	0.212546
NM_001322816.2	2042	1801.87	12.8725	0.434933
NM_001322817.2	2365	2124.87	14.894	0.426739
NM_001322818.2	8880	8639.87	1137.92	8.01839
NM_001322819.2	14189	13948.9	95.9118	0.418616
NM_001322820.2	14169	13928.9	2772.03	12.1161
NM_001322821.2	3976	3735.87	73.6893	1.20087
NM_001322823.2	3918	3677.87	6.8568e-07	1.13503e-08
NM_001322825.2	3939	3698.87	4.08105e-07	6.71716e-09
NM_001322826.2	3849	3608.87	0	0
NM_001322827.2	3870	3629.87	0	0
NM_001322828.2	3984	3743.87	329.33	5.35542
NM_001322829.2	11976	11735.9	164.987	0.855886
NM_001322830.2	12072	11831.9	2165.19	11.141
NM_001322831.2	6794	6553.87	81.9585	0.76134
NM_001322832.2	11967	11726.9	64.0847	0.332701
NM_001322834.2	6720	6479.87	415.039	3.89947
NM_001322835.2	12060	11819.9	2430.47	12.5187
NM_001322836.2	6096	5855.87	1.41724	0.0147344
NM_001322837.2	6180	5939.87	338.283	3.46725
NM_001322838.2	12025	11784.9	158.126	0.816886
NM_001322839.2	1028	787.867	0	0
NM_001322840.2	5313	5072.87	2507.36	30.0917
NM_001322841.2	6010	5769.87	184.089	1.94242
NM_001322842.2	3338	3097.87	11.9724	0.235288
NM_001322844.2	3558	3317.87	31.828	0.584026
NM_001322845.2	3914	3673.87	24.1743	0.400601
NM_001322854.2	5520	5279.87	1348.02	15.5437
NM_001322855.2	5647	5406.87	1.36366e-05	1.53548e-07
NM_001322856.2	5604	5363.87	1.65531e-06	1.87882e-08
NM_001322857.1	5484	5243.87	727.398	8.44506
NM_001322858.2	5522	5281.87	247.498	2.85277
NM_001322859.2	5131	4890.87	0	0
NM_001322860.2	5071	4830.87	0	0
NM_001322861.2	4781	4540.87	2952.98	39.5917
NM_001322862.2	5482	5241.87	69.9617	0.812562
NM_001322863.2	5454	5213.87	377.817	4.41168
NM_001322864.2	5022	4781.87	293.513	3.7369
NM_001322865.2	1768	1527.87	82.5616	3.28984
NM_001322866.2	5345	5104.87	3.95784e-05	4.72016e-07
NM_001322868.2	5219	4978.87	62.2543	0.76124
NM_001322871.2	6471	6230.87	1.82081	0.0177909
NM_001322872.2	6370	6129.87	22.3925	0.2224
NM_001322873.2	6375	6134.87	7.71425	0.0765545
NM_001322874.2	6184	5943.87	197.88	2.02682
NM_001322875.2	6178	5937.87	740.755	7.59497
NM_001322876.2	6140	5899.87	0	0
NM_001322879.2	7243	7002.87	0	0
NM_001322880.2	7222	6981.87	13.9333	0.121497
NM_001322881.2	7128	6887.87	15.779	0.139469
NM_001322882.2	8047	7806.87	66.2188	0.516401
NM_001322883.2	7290	7049.87	0.00680793	5.87918e-05
NM_001322884.3	7386	7145.87	112.855	0.961499
NM_001322885.3	7380	7139.87	0.110587	0.000942966
NM_001322886.3	7344	7103.87	3772.66	32.3322
NM_001322887.2	7149	6908.87	313.545	2.76296
NM_001322888.2	6824	6583.87	846.747	7.82988
NM_001322889.2	6809	6568.87	158.164	1.46589
NM_001322890.2	6746	6505.87	263.699	2.46767
NM_001322891.2	6767	6526.87	38.0331	0.354764
NM_001322892.2	6740	6499.87	0.0109524	0.000102585
NM_001322893.2	6761	6520.87	0.00160883	1.50206e-05
NM_001322894.2	6725	6484.87	155.415	1.45906
NM_001322895.2	6704	6463.87	1086.82	10.2364
NM_001322896.2	6662	6421.87	0.0009545	9.04893e-06
NM_001322897.2	6626	6385.87	84.1098	0.801879
NM_001322898.2	6599	6358.87	1296.62	12.4141
NM_001322899.2	6620	6379.87	179.236	1.7104
NM_001322900.2	6521	6280.87	75.6181	0.732974
NM_001322902.2	2163	1922.87	88.286	2.79528
NM_001322903.2	2180	1939.87	49.2249	1.54488
NM_001322904.2	2150	1909.87	110.87	3.53423
NM_001322905.2	2113	1872.87	67.8646	2.20607
NM_001322906.2	2107	1866.87	134.498	4.38617
NM_001322907.2	2308	2067.87	39.4054	1.16015
NM_001322908.2	2231	1990.87	232.163	7.09959
NM_001322909.2	2098	1857.87	49.0824	1.6084
NM_001322910.2	2205	1964.87	0.613623	0.019013
NM_001322911.2	2723	2482.87	10.3594	0.254016
NM_001322912.1	2775	2534.87	0	0
NM_001322913.1	2854	2613.87	0	0
NM_001322914.1	3026	2785.87	12.1262	0.265
NM_001322915.1	2922	2681.87	0.133867	0.00303892
NM_001322916.1	2798	2557.87	0	0
NM_001322917.1	2802	2561.87	0	0
NM_001322918.1	2926	2685.87	83.6652	1.89646
NM_001322919.1	3022	2781.87	0.0238951	0.000522944
NM_001322920.1	2974	2733.87	0	0
NM_001322923.2	5353	5112.87	50.3419	0.599443
NM_001322924.2	5281	5040.87	14.9352	0.18038
NM_001322927.2	3305	3064.87	0.848631	0.0168574
NM_001322928.2	3649	3408.87	0.198358	0.00354259
NM_001322929.2	3774	3533.87	389.899	6.71713
NM_001322930.2	3576	3335.87	4.37289	0.0798072
NM_001322931.2	3754	3513.87	115.661	2.00394
NM_001322932.2	3594	3353.87	49.7813	0.903656
NM_001322933.2	3669	3428.87	453.163	8.04611
NM_001322934.2	3015	2774.87	0	0
NM_001322935.1	3293	3052.87	26.6662	0.531784
NM_001322937.2	11181	10940.9	27.9976	0.155794
NM_001322938.2	11093	10852.9	5.23335e-05	2.93574e-07
NM_001322939.2	10555	10314.9	2.48301e-08	1.46554e-10
NM_001322940.2	11177	10936.9	32.5505	0.181196
NM_001322941.2	10617	10376.9	142.803	0.837824
NM_001322943.2	10173	9932.87	0	0
NM_001322944.2	10413	10172.9	0	0
NM_001322945.2	5505	5264.87	4.41617	0.0510671
NM_001322949.2	3805	3564.87	120.419	2.05653
NM_001322950.2	4872	4631.87	0	0
NM_001322951.2	3700	3459.87	0	0
NM_001322955.2	3020	2779.87	0	0
NM_001322956.2	3028	2787.87	522.718	11.4151
NM_001322957.2	3023	2782.87	0	0
NM_001322958.2	2941	2700.87	38.8242	0.875149
NM_001322959.2	2938	2697.87	0.0353809	0.000798419
NM_001322963.2	993	752.943	59.0161	4.7719
NM_001322964.2	812	573.64	247.07	26.2218
NM_001322965.2	2034	1793.87	1.71926	0.0583489
NM_001322966.2	2354	2113.87	0	0
NM_001322967.2	2159	1918.87	29.2994	0.929601
NM_001322968.2	2246	2005.87	0	0
NM_001322969.2	2126	1885.87	48.099	1.55277
NM_001322970.2	2342	2101.87	16.4718	0.47711
NM_001322971.2	1718	1477.87	0	0
NM_001322974.2	1925	1684.87	64.1441	2.31778
NM_001322977.2	4094	3853.87	8.83354e-07	1.39547e-08
NM_001322978.2	4037	3796.87	153.249	2.45728
NM_001322980.2	3938	3697.87	34.6945	0.571205
NM_001322981.2	3966	3725.87	0	0
NM_001322982.2	4065	3824.87	3.90552e-07	6.21648e-09
NM_001322983.2	959	719.015	50.1492	4.24627
NM_001322988.2	8131	7890.87	656.74	5.067
NM_001322989.2	6484	6243.87	427.911	4.17236
NM_001322990.2	6472	6231.87	503.951	4.92326
NM_001322991.2	6445	6204.87	155.084	1.52166
NM_001322992.2	6361	6120.87	28.0372	0.278872
NM_001322993.2	10886	10645.9	956.298	5.46883
NM_001322994.2	3103	2862.87	25.5527	0.543397
NM_001322995.2	3079	2838.87	0	0
NM_001322996.2	3076	2835.87	0	0
NM_001322997.2	3073	2832.87	0	0
NM_001322998.2	2983	2742.87	0	0
NM_001322999.2	2980	2739.87	0	0
NM_001323.4	592	362.453	7	1.17579
NM_001323000.2	2980	2739.87	204.607	4.54646
NM_001323001.2	2977	2736.87	0.112622	0.00250525
NM_001323004.2	454	240.3	9.92995	2.5158
NM_001323005.2	4907	4666.87	0	0
NM_001323011.3	1198	957.867	16.2841	1.035
NM_001323012.3	956	716.015	13.6723	1.16253
NM_001323016.2	4193	3952.87	796.335	12.265
NM_001323017.2	4532	4291.87	512.873	7.27522
NM_001323018.2	1586	1345.87	0	0
NM_001323019.2	1406	1165.87	25.5166	1.33247
NM_001323020.2	1596	1355.87	0	0
NM_001323022.1	1299	1058.87	0	0
NM_001323027.2	2370	2129.87	214.455	6.13007
NM_001323028.2	2165	1924.87	0	0
NM_001323029.2	2253	2012.87	52.1945	1.57867
NM_001323030.2	1270	1029.87	28.2888	1.6723
NM_001323031.2	12559	12318.9	33.5193	0.165656
NM_001323032.3	12563	12322.9	2656.59	13.1249
NM_001323033.3	12230	11989.9	0	0
NM_001323034.3	12362	12121.9	0	0
NM_001323036.3	11762	11521.9	0	0
NM_001323037.3	12692	12451.9	0.58886	0.00287912
NM_001323038.3	12604	12363.9	0.285486	0.00140576
NM_001323039.3	12981	12740.9	56.1719	0.268412
NM_001323040.3	12227	11986.9	0	0
NM_001323041.2	3772	3531.87	0.522899	0.00901355
NM_001323042.2	3310	3069.87	212.629	4.21683
NM_001323043.2	3657	3416.87	0	0
NM_001323044.2	4030	3789.87	130.705	2.09967
NM_001323045.2	3741	3500.87	13.3073	0.231418
NM_001323046.2	3268	3027.87	11.0799	0.222782
NM_001323047.2	2760	2519.87	0.0873684	0.00211086
NM_001323048.2	2645	2404.87	0	0
NM_001323049.2	2934	2693.87	39.3026	0.888233
NM_001323050.2	2729	2488.87	8.21763	0.201014
NM_001323051.2	2663	2422.87	36.5352	0.918045
NM_001323052.2	2290	2049.87	0	0
NM_001323053.2	2405	2164.87	0.00350269	9.85037e-05
NM_001323062.2	5925	5684.87	37.7194	0.403949
NM_001323063.2	1301	1060.87	12.377	0.710291
NM_001323067.2	2517	2276.87	3006.65	80.3948
NM_001323068.2	2473	2232.87	142.628	3.88889
NM_001323069.2	2621	2380.87	0	0
NM_001323070.1	2314	2073.87	11.3792	0.33405
NM_001323071.2	2742	2501.87	25.3118	0.615944
NM_001323072.2	2877	2636.87	241.767	5.58202
NM_001323073.1	2141	1900.87	25.7576	0.824965
NM_001323074.1	2467	2226.87	160.476	4.3873
NM_001323075.2	1834	1593.87	1	0.0381971
NM_001323079.3	1256	1015.87	0	0
NM_001323080.2	1788	1547.87	1.18097	0.0464503
NM_001323082.2	1547	1306.87	0	0
NM_001323083.2	1277	1036.87	7.25623	0.42606
NM_001323084.2	1735	1494.87	0	0
NM_001323086.2	6368	6127.87	159.96	1.58922
NM_001323087.2	6399	6158.87	3.37004	0.0333132
NM_001323088.2	6393	6152.87	353.67	3.49947
NM_001323089.2	6171	5930.87	209.008	2.14549
NM_001323090.2	6393	6152.87	0	0
NM_001323252.2	3745	3504.87	57.7711	1.00351
NM_001323253.2	3410	3169.87	0	0
NM_001323254.2	3194	2953.87	0	0
NM_001323255.2	1736	1495.87	0	0
NM_001323256.2	2031	1790.87	11.4678	0.389853
NM_001323257.2	3482	3241.87	4.18092e-07	7.85161e-09
NM_001323258.2	3800	3559.87	1.65657	0.0283308
NM_001323259.2	1948	1707.87	25.1171	0.895358
NM_001323260.2	3694	3453.87	55.0864	0.971005
NM_001323261.2	3192	2951.87	73.1149	1.50797
NM_001323262.2	2904	2663.87	0	0
NM_001323263.2	3196	2955.87	137.697	2.83609
NM_001323264.2	2980	2739.87	16.8463	0.374333
NM_001323265.1	3340	3099.87	0	0
NM_001323266.2	3192	2951.87	0	0
NM_001323267.2	2351	2110.87	39.3282	1.13429
NM_001323273.2	3699	3458.87	13.7788	0.242527
NM_001323274.2	2616	2375.87	3.25229	0.0833392
NM_001323275.2	4640	4399.87	0	0
NM_001323276.2	2556	2315.87	0	0
NM_001323277.2	2541	2300.87	144.961	3.83567
NM_001323278.2	4565	4324.87	192.648	2.7119
NM_001323279.2	4553	4312.87	0	0
NM_001323280.2	2481	2240.87	2.94204	0.0799308
NM_001323281.2	5759	5518.87	87.2509	0.962504
NM_001323282.2	5824	5583.87	0.00426252	4.64744e-05
NM_001323289.2	14572	14331.9	6701.96	28.4696
NM_001323291.1	768	530.414	4.80354	0.551351
NM_001323292.2	7249	7008.87	214.378	1.86215
NM_001323293.2	7539	7298.87	357.186	2.97935
NM_001323294.2	2939	2698.87	27.0835	0.61095
NM_001323295.2	7663	7422.87	179.515	1.47235
NM_001323296.2	7438	7197.87	3.01728e-07	2.55208e-09
NM_001323302.2	6077	5836.87	0.00972238	0.000101409
NM_001323303.2	2368	2127.87	0	0
NM_001323304.2	2131	1890.87	0	0
NM_001323305.2	2241	2000.87	97.1005	2.95451
NM_001323306.2	2380	2139.87	5.27395e-06	1.50048e-07
NM_001323307.2	4621	4380.87	101.192	1.40626
